순위,투자연도,투자월,종목선정일,시장,종목명,종목코드,시가총액,종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
13,2026,2026-08,2026-07-31,NASDAQ,SK hynix Inc. American Depositary Shares,SKHY,1047598.4,149.0,0.0,0.0,0.0,0.0,0.0
14,2026,2026-08,2026-07-31,NYSE,JP Morgan Chase & Co. Common Stock,JPM,942625.3,350.8500061035156,7.19,12.01,14.7,18.43,0.0
15,2026,2026-08,2026-07-31,NASDAQ,Micron Technology Inc. Common Stock,MU,929524.4,874.6599731445312,-24.23,69.13,110.82,701.41,0.0
16,2026,2026-08,2026-07-31,NASDAQ,Walmart Inc. Common Stock,WMT,884938.4,111.0999984741211,-1.91,-15.79,-6.75,13.39,0.0
17,2026,2026-08,2026-07-31,NASDAQ,Advanced Micro Devices Inc. Common Stock,AMD,776410.5,485.3900146484375,-16.44,36.93,105.04,175.3,0.0
18,2026,2026-08,2026-07-31,NYSE,Visa Inc.,V,654184.7,366.2699890136719,6.76,11.04,13.81,6.02,0.0
19,2026,2026-08,2026-07-31,NYSE,ExxonMobil Holdings Corporation Common Stock,XOM,644290.6,156.97000122070312,14.81,1.71,11.01,40.6,0.0
20,2026,2026-08,2026-07-31,NASDAQ,ASML Holding N.V. New York Registry Shares,ASML,627845.4,1651.43994140625,-16.99,14.76,16.05,137.72,0.0
21,2026,2026-08,2026-07-31,NYSE,Johnson & Johnson Common Stock,JNJ,617777.5,255.82000732421875,0.73,11.3,12.57,55.29,0.0
22,2026,2026-08,2026-07-31,NYSE,Mastercard Incorporated Common Stock,MA,506381.9,577.3499755859375,12.41,14.8,7.16,1.92,0.0
23,2026,2026-08,2026-07-31,NASDAQ,Cisco Systems Inc. Common Stock (DE),CSCO,457167.0,113.55999755859375,-3.32,24.11,44.99,66.8,0.0
24,2026,2026-08,2026-07-31,NASDAQ,Intel Corporation Common Stock,INTC,454968.8,91.12999725341797,-34.73,-3.55,96.11,360.25,0.0
25,2026,2026-08,2026-07-31,NYSE,AbbVie Inc. Common Stock,ABBV,443359.0,257.4100036621094,2.29,21.81,15.43,36.18,0.0
26,2026,2026-08,2026-07-31,NYSE,Bank of America Corporation Common Stock,BAC,439633.8,61.72999954223633,8.34,15.47,16.03,30.59,0.0
27,2026,2026-08,2026-07-31,NASDAQ,Costco Wholesale Corporation Common Stock,COST,422143.0,954.1699829101562,2.0,-5.95,1.48,1.55,0.0
28,2026,2026-08,2026-07-31,NASDAQ,Applied Materials Inc. Common Stock,AMAT,403069.4,501.7699890136719,-30.6,27.19,55.67,178.67,0.0
29,2026,2026-08,2026-07-31,NYSE,Chevron Corporation Common Stock,CVX,392006.2,192.30999755859375,16.02,-0.52,8.71,26.82,0.0
30,2026,2026-08,2026-07-31,NYSE,Coca-Cola Company (The) Common Stock,KO,376860.3,88.48999786376953,8.88,12.35,18.29,30.34,0.0
31,2026,2026-08,2026-07-31,NYSE,UnitedHealth Group Incorporated Common Stock (DE),UNH,376335.0,421.4700012207031,1.41,13.76,46.89,68.89,0.0
32,2026,2026-08,2026-07-31,NYSE,Caterpillar Inc. Common Stock,CAT,375331.7,809.1400146484375,-24.02,-9.1,23.09,84.73,0.0
33,2026,2026-08,2026-07-31,NYSE,Oracle Corporation Common Stock,ORCL,374086.8,127.55999755859375,-12.96,-20.96,-22.49,-49.73,0.0
34,2026,2026-08,2026-07-31,NYSE,GE Aerospace Common Stock,GE,373595.1,355.0400085449219,-5.0,22.46,15.73,30.97,0.0
35,2026,2026-08,2026-07-31,NASDAQ,Lam Research Corporation Common Stock,LRCX,366442.3,297.7200012207031,-31.29,15.46,27.53,213.92,0.0
36,2026,2026-08,2026-07-31,NYSE,HSBC Holdings plc. Common Stock,HSBC,365735.0,107.08999633789062,12.62,16.58,21.68,74.7,0.0
37,2026,2026-08,2026-07-31,NYSE,Procter & Gamble Company (The) Common Stock,PG,336459.3,143.9600067138672,-1.83,-2.13,-5.15,-4.33,0.0
38,2026,2026-08,2026-07-31,NYSE,Morgan Stanley Common Stock,MS,331892.3,210.05999755859375,0.49,10.22,14.91,47.45,0.0
39,2026,2026-08,2026-07-31,NYSE,Home Depot Inc. (The) Common Stock,HD,331002.9,333.3500061035156,-5.48,1.38,-11.01,-9.29,0.0
40,2026,2026-08,2026-07-31,NYSE,Merck & Company Inc. Common Stock (new),MRK,321571.1,129.7899932861328,1.0,18.88,17.7,66.14,0.0
41,2026,2026-08,2026-07-31,NYSE,Goldman Sachs Group Inc. (The) Common Stock,GS,300429.7,1024.8599853515625,1.33,10.94,9.56,41.64,0.0
42,2026,2026-08,2026-07-31,NASDAQ,Netflix Inc. Common Stock,NFLX,298596.1,73.16999816894531,2.48,-21.84,-12.36,-36.89,0.0
43,2026,2026-08,2026-07-31,NYSE,Toyota Motor Corporation Common Stock,TM,298509.5,191.4499969482422,13.67,-0.61,-15.61,6.97,0.0
44,2026,2026-08,2026-07-31,NYSE,Novartis AG Common Stock,NVS,297957.9,158.44000244140625,1.1,7.16,6.56,39.3,0.0
45,2026,2026-08,2026-07-31,NYSE,Philip Morris International Inc Common Stock,PM,297414.6,192.0,6.13,16.31,7.0,17.04,0.0
46,2026,2026-08,2026-07-31,NASDAQ,Palantir Technologies Inc. Class A Common Stock,PLTR,295013.2,122.26000213623047,4.79,-12.11,-16.6,-22.79,0.0
47,2026,2026-08,2026-07-31,NYSE,Royal Bank Of Canada Common Stock,RY,291172.2,210.1199951171875,1.52,16.75,26.4,63.57,0.0
48,2026,2026-08,2026-07-31,NYSE,RTX Corporation Common Stock,RTX,290064.5,214.3800048828125,12.99,21.76,6.69,36.05,0.0
49,2026,2026-08,2026-07-31,NYSE,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,BABA,285299.2,116.31999969482422,21.19,-11.8,-31.4,-3.57,0.0
50,2026,2026-08,2026-07-31,NASDAQ,Palo Alto Networks Inc. Common Stock,PANW,270441.4,325.67999267578125,-4.5,81.62,84.03,87.6,0.0
51,2026,2026-08,2026-07-31,NYSE,Mitsubishi UFJ Financial Group Inc. Common Stock,MUFG,266430.1,22.5,13.12,25.35,24.65,61.87,0.0
52,2026,2026-08,2026-07-31,NYSE,GE Vernova Inc. Common Stock,GEV,263747.5,981.97998046875,-16.42,-9.37,35.19,48.72,0.0
53,2026,2026-08,2026-07-31,NYSE,AstraZeneca PLC Ordinary Shares,AZN,263065.1,171.33999633789062,-9.64,-8.56,-7.65,17.21,0.0
54,2026,2026-08,2026-07-31,NYSE,Dell Technologies Inc. Class C Common Stock,DELL,262723.5,404.80999755859375,-6.18,93.74,253.73,205.08,0.0
55,2026,2026-08,2026-07-31,NYSE,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),SHEL,261678.1,90.51000213623047,16.73,-0.18,17.5,25.34,0.0
56,2026,2026-08,2026-07-31,NYSE,Wells Fargo & Company Common Stock,WFC,261424.7,85.43000030517578,3.38,3.89,-5.59,5.95,0.0
57,2026,2026-08,2026-07-31,NASDAQ,Arm Holdings plc American Depositary Shares,ARM,255043.4,241.5399932861328,-31.88,14.84,129.25,70.85,0.0
58,2026,2026-08,2026-07-31,NASDAQ,Texas Instruments Incorporated Common Stock,TXN,251818.9,278.760009765625,-6.48,-0.83,29.32,53.96,0.0
59,2026,2026-08,2026-07-31,NASDAQ,KLA Corporation Common Stock,KLAC,238813.2,180.3300018310547,-40.23,3.03,26.29,105.15,0.0
60,2026,2026-08,2026-07-31,NYSE,Comcast Holdings ZONES,CCZ,234174.5,65.98999786376953,-0.77,2.25,1.52,10.44,0.0
61,2026,2026-08,2026-07-31,NYSE,Arista Networks Inc. Common Stock,ANET,227097.2,171.02000427246094,0.67,-0.98,20.66,38.79,0.0
62,2026,2026-08,2026-07-31,NYSE,American Express Company Common Stock,AXP,227072.9,337.5199890136719,-0.22,4.48,-4.16,12.77,0.0
63,2026,2026-08,2026-07-31,NYSE,Citigroup Inc. Common Stock,C,225903.7,132.32000732421875,-5.46,3.39,14.35,41.22,0.0
64,2026,2026-08,2026-07-31,NYSE,SAP  SE ADS,SAP,225577.9,180.8800048828125,17.37,6.72,-10.03,-36.91,0.0
65,2026,2026-08,2026-07-31,NASDAQ,Linde plc Ordinary Shares,LIN,221298.4,508.6400146484375,-1.98,1.5,11.31,10.51,0.0
66,2026,2026-08,2026-07-31,NYSE,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),BHP,214663.4,85.9000015258789,3.11,8.32,24.98,69.53,0.0
67,2026,2026-08,2026-07-31,NYSE,Thermo Fisher Scientific Inc Common Stock,TMO,213422.2,576.77001953125,15.04,20.42,-0.32,23.33,0.0
68,2026,2026-08,2026-07-31,NYSE,International Business Machines Corporation Common Stock,IBM,210708.4,221.74000549316406,-21.15,-4.0,-27.7,-12.41,0.0
69,2026,2026-08,2026-07-31,NYSE,Novo Nordisk A/S Common Stock,NVO,208467.0,51.61000061035156,7.66,22.24,-13.16,9.65,0.0
70,2026,2026-08,2026-07-31,NASDAQ,Amgen Inc. Common Stock,AMGN,207874.0,387.6400146484375,7.05,11.95,13.38,31.36,0.0
71,2026,2026-08,2026-07-31,NYSE,Banco Santander S.A. Sponsored ADR (Spain),SAN,207119.4,14.109999656677246,2.25,15.75,10.67,63.88,0.0
72,2026,2026-08,2026-07-31,NYSE,Toronto Dominion Bank (The) Common Stock,TD,198158.2,119.76000213623047,-1.38,11.2,28.1,64.32,0.0
73,2026,2026-08,2026-07-31,NYSE,Amphenol Corporation Common Stock,APH,197698.7,159.82000732421875,-9.36,8.52,10.92,50.05,0.0
74,2026,2026-08,2026-07-31,NYSE,Verizon Communications Inc. Common Stock,VZ,195457.9,46.11000061035156,8.9,-4.0,3.57,7.83,0.0
75,2026,2026-08,2026-07-31,NASDAQ,CrowdStrike Holdings Inc. Class A Common Stock,CRWD,194345.0,185.22000122070312,-2.92,66.21,67.85,62.98,0.0
76,2026,2026-08,2026-07-31,NASDAQ,Seagate Technology Holdings PLC Ordinary Shares (Ireland),STX,194341.5,851.6799926757812,-11.74,26.43,108.9,442.44,0.0
77,2026,2026-08,2026-07-31,NYSE,McDonald's Corporation Common Stock,MCD,192291.3,268.44000244140625,-0.69,-8.57,-14.78,-10.54,0.0
78,2026,2026-08,2026-07-31,NYSE,TotalEnergies SE Ordinary Shares,TTE,191698.4,87.02999877929688,11.92,-6.13,20.21,46.15,0.0
79,2026,2026-08,2026-07-31,NASDAQ,PepsiCo Inc. Common Stock,PEP,190484.3,140.1999969482422,3.55,-11.54,-8.74,1.65,0.0
80,2026,2026-08,2026-07-31,NASDAQ,Western Digital Corporation Common Stock,WDC,187796.6,533.0399780273438,-16.55,22.67,113.02,577.39,0.0
81,2026,2026-08,2026-07-31,NASDAQ,T-Mobile US Inc. Common Stock,TMUS,185261.1,173.33999633789062,3.34,-11.34,-12.1,-27.29,0.0
82,2026,2026-08,2026-07-31,NYSE,Charles Schwab Corporation (The) Common Stock,SCHW,183026.6,104.33000183105469,13.07,13.85,0.39,6.75,0.0
83,2026,2026-08,2026-07-31,NYSE,Abbott Laboratories Common Stock,ABT,182901.5,105.61000061035156,16.39,16.32,-3.38,-16.31,0.0
84,2026,2026-08,2026-07-31,NYSE,NextEra Energy Inc. Common Stock,NEE,181313.2,87.93000030517578,0.18,-10.17,0.03,23.74,0.0
85,2026,2026-08,2026-07-31,NASDAQ,Sandisk Corporation Common Stock,SNDK,179903.9,1279.9599609375,-43.71,16.73,122.12,2882.2,0.0
86,2026,2026-08,2026-07-31,NASDAQ,Analog Devices Inc. Common Stock,ADI,178960.6,366.6700134277344,-7.68,-8.85,17.95,63.23,0.0
87,2026,2026-08,2026-07-31,NYSE,TJX Companies Inc. (The) Common Stock,TJX,173814.2,159.25999450683594,5.12,1.6,6.31,27.89,0.0
88,2026,2026-08,2026-07-31,NYSE,Union Pacific Corporation Common Stock,UNP,173547.3,289.4599914550781,6.42,7.41,23.12,30.41,0.0
89,2026,2026-08,2026-07-31,NYSE,Boeing Company (The) Common Stock,BA,170830.6,220.89999389648438,2.05,-3.55,-5.49,-0.42,0.0
90,2026,2026-08,2026-07-31,NYSE,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),BUD,170550.1,86.13999938964844,4.54,14.02,20.17,49.37,0.0
91,2026,2026-08,2026-07-31,NYSE,BlackRock Inc. Common Stock,BLK,169265.6,1098.3699951171875,14.23,3.08,-1.84,-0.69,0.0
92,2026,2026-08,2026-07-31,NYSE,Welltower Inc. Common Stock,WELL,168971.4,235.6300048828125,3.82,8.42,25.1,42.75,0.0
93,2026,2026-08,2026-07-31,NYSE,Walt Disney Company (The) Common Stock,DIS,167035.0,96.16000366210938,-0.09,-7.32,-14.75,-19.27,0.0
94,2026,2026-08,2026-07-31,NYSE,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),SMFG,165092.8,25.780000686645508,9.33,21.43,22.82,70.28,0.0
95,2026,2026-08,2026-07-31,NASDAQ,Marvell Technology Inc. Common Stock,MRVL,164258.8,183.3000030517578,-38.47,10.99,132.26,128.07,0.0
96,2026,2026-08,2026-07-31,NYSE,UBS Group AG Registered Ordinary Shares,UBS,163675.2,53.38999938964844,7.73,21.62,13.23,43.02,0.0
97,2026,2026-08,2026-07-31,NASDAQ,Gilead Sciences Inc. Common Stock,GILD,161664.8,131.27999877929688,3.91,0.34,-7.52,16.91,0.0
98,2026,2026-08,2026-07-31,NYSE,Eaton Corporation PLC Ordinary Shares,ETN,161222.2,386.8900146484375,-9.21,-10.65,10.09,0.56,0.0
99,2026,2026-08,2026-07-31,NYSE,Deere & Company Common Stock,DE,159983.8,599.469970703125,-5.5,1.63,13.54,14.32,0.0
100,2026,2026-08,2026-07-31,NYSE,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,BBVA,159565.7,27.600000381469727,10.14,24.77,8.58,64.97,0.0
101,2026,2026-08,2026-07-31,NYSE,AT&T Inc.,T,159318.0,23.209999084472656,12.13,-11.17,-11.45,-15.32,0.0
102,2026,2026-08,2026-07-31,NASDAQ,QUALCOMM Incorporated Common Stock,QCOM,154990.5,151.60000610351562,-17.96,-15.58,0.01,3.3,0.0
103,2026,2026-08,2026-07-31,NYSE,Southern Copper Corporation Common Stock,SCCO,152440.2,185.0,6.16,8.83,-1.04,103.64,0.0
104,2026,2026-08,2026-07-31,NASDAQ,Shopify Inc. Class A Subordinate Voting Shares,SHOP,151804.3,122.4000015258789,7.2,1.05,-6.73,0.16,0.0
105,2026,2026-08,2026-07-31,NYSE,Salesforce Inc. Common Stock,CRM,150712.4,180.7100067138672,15.35,2.37,-14.88,-30.05,0.0
106,2026,2026-08,2026-07-31,NASDAQ,Booking Holdings Inc. Common Stock,BKNG,149474.1,193.24000549316406,8.42,14.78,-3.42,-12.23,0.0
107,2026,2026-08,2026-07-31,NASDAQ,Interactive Brokers Group Inc. Class A Common Stock,IBKR,149262.2,90.4800033569336,3.95,13.81,20.83,38.01,0.0
108,2026,2026-08,2026-07-31,NYSE,ConocoPhillips Common Stock,COP,146780.1,119.02999877929688,14.5,-5.37,14.2,24.85,0.0
109,2026,2026-08,2026-07-31,NYSE,Uber Technologies Inc. Common Stock,UBER,143224.7,70.37000274658203,-2.48,-5.68,-12.09,-19.81,0.0
110,2026,2026-08,2026-07-31,NYSE,Pfizer Inc. Common Stock,PFE,142543.1,24.90999984741211,3.45,-6.7,-5.79,6.96,0.0
111,2026,2026-08,2026-07-31,NYSE,Unilever PLC American Depositary Shares (each representing One Ordinary Share),UL,138563.9,65.2699966430664,8.57,10.66,-4.52,-0.8,0.0
112,2026,2026-08,2026-07-31,NYSE,Sony Group Corporation American Depositary Shares,SONY,137412.3,22.770000457763672,13.51,13.34,3.03,-6.37,0.0
113,2026,2026-08,2026-07-31,NYSE,Danaher Corporation Common Stock,DHR,137068.2,196.1699981689453,2.99,9.62,-10.38,-0.5,0.0
114,2026,2026-08,2026-07-31,NYSE,Chubb Limited  Common Stock,CB,135292.3,350.1499938964844,2.76,7.08,13.11,31.62,0.0
115,2026,2026-08,2026-07-31,NYSE,Prologis Inc. Common Stock,PLD,134932.1,146.19000244140625,7.91,2.94,11.97,36.91,0.0
116,2026,2026-08,2026-07-31,NYSE,Lockheed Martin Corporation Common Stock,LMT,134491.0,574.1099853515625,12.69,10.84,-9.48,36.37,0.0
117,2026,2026-08,2026-07-31,NYSE,Bristol-Myers Squibb Company Common Stock,BMY,133367.7,64.86000061035156,12.57,7.05,17.82,49.76,0.0
118,2026,2026-08,2026-07-31,NYSE,CVS Health Corporation Common Stock,CVS,133245.1,105.22000122070312,1.71,26.33,41.2,69.44,0.0
119,2026,2026-08,2026-07-31,NASDAQ,Applovin Corporation Class A Common Stock,APP,132998.6,403.8699951171875,-21.61,-9.52,-14.64,3.37,0.0
120,2026,2026-08,2026-07-31,NYSE,British American Tobacco  Industries p.l.c. Common Stock ADR,BTI,131481.3,61.689998626708984,-0.11,4.91,1.66,14.92,0.0
121,2026,2026-08,2026-07-31,NYSE,Mizuho Financial Group Inc. Sponosred ADR (Japan),MFG,129970.1,10.350000381469727,8.04,20.35,19.93,75.42,0.0
122,2026,2026-08,2026-07-31,NYSE,Capital One Financial Corporation Common Stock,COF,128224.5,210.13999938964844,4.75,9.85,-4.01,-2.26,0.0
123,2026,2026-08,2026-07-31,NYSE,Bank Of Montreal Common Stock,BMO,126497.9,178.6199951171875,1.09,17.44,31.19,61.73,0.0
124,2026,2026-08,2026-07-31,NASDAQ,PDD Holdings Inc. American Depositary Shares,PDD,126056.0,87.44000244140625,14.63,-12.45,-13.47,-22.93,0.0
125,2026,2026-08,2026-07-31,NYSE,Petroleo Brasileiro S.A. Petrobras ADS,PBR,125020.7,19.1200008392334,18.32,-13.21,24.64,50.08,0.0
126,2026,2026-08,2026-07-31,NYSE,Stryker Corporation Common Stock,SYK,124860.6,348.0400085449219,10.55,10.44,-5.82,-11.38,0.0
127,2026,2026-08,2026-07-31,NASDAQ,Intuitive Surgical Inc. Common Stock,ISRG,124823.7,352.9700012207031,-11.24,-22.87,-30.0,-26.63,0.0
128,2026,2026-08,2026-07-31,NYSE,Progressive Corporation (The) Common Stock,PGR,123540.4,213.27999877929688,-2.37,5.96,2.54,-11.88,0.0
129,2026,2026-08,2026-07-31,NYSE,Parker-Hannifin Corporation Common Stock,PH,123127.1,962.7899780273438,-1.57,5.87,2.88,31.55,0.0
130,2026,2026-08,2026-07-31,NYSE,HDFC Bank Limited Common Stock,HDB,122787.8,24.139999389648438,-6.54,-5.0,-25.45,-37.11,0.0
131,2026,2026-08,2026-07-31,NYSE,Rio Tinto Plc Common Stock,RIO,121647.3,97.18000030517578,2.37,-3.28,6.76,62.59,0.0
132,2026,2026-08,2026-07-31,NYSE,S&P Global Inc. Common Stock,SPGI,121437.0,415.0,7.71,1.72,-16.89,-20.4,0.0
133,2026,2026-08,2026-07-31,NASDAQ,Vertex Pharmaceuticals Incorporated Common Stock,VRTX,121090.6,481.70001220703125,-3.03,12.71,2.51,5.43,0.0
134,2026,2026-08,2026-07-31,NASDAQ,Starbucks Corporation Common Stock,SBUX,119985.0,105.8499984741211,3.58,0.49,15.12,18.72,0.0
135,2026,2026-08,2026-07-31,NYSE,Corning Incorporated Common Stock,GLW,119086.9,135.22000122070312,-47.06,-17.67,30.96,113.82,0.0
136,2026,2026-08,2026-07-31,NYSE,Enbridge Inc Common Stock,ENB,118918.7,55.43000030517578,2.25,0.02,13.49,22.39,0.0
137,2026,2026-08,2026-07-31,NASDAQ,Fortinet Inc. Common Stock,FTNT,118652.4,154.25,0.41,82.96,89.82,54.4,0.0
138,2026,2026-08,2026-07-31,NYSE,BP p.l.c. Common Stock,BP,118382.8,44.220001220703125,19.68,-6.67,16.74,37.54,0.0
139,2026,2026-08,2026-07-31,NYSE,Lowe's Companies Inc. Common Stock,LOW,116520.5,210.0800018310547,-4.72,-12.02,-21.34,-6.03,0.0
140,2026,2026-08,2026-07-31,NYSE,ServiceNow Inc. Common Stock,NOW,115011.8,110.06999969482422,10.87,24.64,-5.93,-41.65,0.0
141,2026,2026-08,2026-07-31,NYSE,Altria Group Inc.,MO,114103.7,67.94000244140625,-5.57,-6.48,9.6,9.69,0.0
142,2026,2026-08,2026-07-31,NYSE,Howmet Aerospace Inc. Common Stock,HWM,112934.3,277.2799987792969,3.13,14.09,33.26,54.24,0.0
143,2026,2026-08,2026-07-31,NYSE,Accenture plc Class A Ordinary Shares (Ireland),ACN,110753.3,163.2899932861328,31.22,-8.63,-38.06,-38.87,0.0
144,2026,2026-08,2026-07-31,NYSE,Medtronic plc. Ordinary Shares,MDT,109303.1,85.70999908447266,9.56,5.85,-16.75,-5.02,0.0
145,2026,2026-08,2026-07-31,NYSE,Canadian Imperial Bank of Commerce Common Stock,CM,108450.4,118.2699966430664,2.84,6.13,28.01,65.55,0.0
146,2026,2026-08,2026-07-31,NYSE,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,BNS,107675.1,87.83999633789062,1.15,12.9,17.56,57.96,0.0
147,2026,2026-08,2026-07-31,NYSE,ICICI Bank Limited Common Stock,IBN,107365.9,30.260000228881836,4.24,13.8,3.31,-10.21,0.0
148,2026,2026-08,2026-07-31,NYSE,The Bank of New York Mellon Corporation Common Stock,BNY,107301.6,156.0800018310547,7.93,16.16,30.15,53.85,0.0
149,2026,2026-08,2026-07-31,NASDAQ,Automatic Data Processing Inc. Common Stock,ADP,107288.6,263.8699951171875,17.83,24.5,6.91,-14.74,0.0
150,2026,2026-08,2026-07-31,NYSE,Southern Company (The) Common Stock,SO,106671.4,94.33999633789062,-1.43,-2.44,5.63,-0.15,0.0
151,2026,2026-08,2026-07-31,NASDAQ,Sanofi ADS,SNY,105065.8,42.88999938964844,0.54,-7.92,-8.82,-6.03,0.0
152,2026,2026-08,2026-07-31,NYSE,GSK plc American Depositary Shares (Each representing two Ordinary Shares),GSK,104678.9,52.06999969482422,-0.67,-0.46,0.91,40.16,0.0
153,2026,2026-08,2026-07-31,NYSE,Brookfield Corporation Class A Limited Voting Shares,BN,104230.4,42.029998779296875,-1.31,-6.85,-7.73,-5.97,0.0
154,2026,2026-08,2026-07-31,NYSE,General Dynamics Corporation Common Stock,GD,103737.0,382.20001220703125,7.89,11.01,8.86,22.65,0.0
155,2026,2026-08,2026-07-31,NYSE,McKesson Corporation Common Stock,MCK,102917.5,865.510009765625,14.55,6.17,4.13,24.8,0.0
156,2026,2026-08,2026-07-31,NYSE,Spotify Technology S.A. Ordinary Shares,SPOT,102903.9,522.6099853515625,13.83,17.03,4.45,-16.59,0.0
157,2026,2026-08,2026-07-31,NYSE,Equinor ASA,EQNR,102761.1,40.72999954223633,29.71,-0.05,51.69,58.17,0.0
158,2026,2026-08,2026-07-31,NYSE,Snowflake Inc. Common Stock,SNOW,101650.8,298.1000061035156,17.13,118.44,54.7,33.38,0.0
159,2026,2026-08,2026-07-31,NYSE,ING Group N.V. Common Stock,ING,101382.1,34.939998626708984,11.34,20.77,18.88,49.57,0.0
160,2026,2026-08,2026-07-31,NASDAQ,Equinix Inc. Common Stock REIT,EQIX,100574.1,1047.530029296875,0.49,-3.26,27.6,33.41,0.0
161,2026,2026-08,2026-07-31,NYSE,Trane Technologies plc,TT,100569.2,440.2799987792969,-10.36,-10.61,4.68,0.5,0.0
162,2026,2026-08,2026-07-31,NYSE,PNC Financial Services Group Inc. (The) Common Stock,PNC,100339.0,248.7100067138672,1.01,11.53,11.38,30.71,0.0
163,2026,2026-08,2026-07-31,NYSE,Quanta Services Inc. Common Stock,PWR,100144.1,657.97998046875,-8.62,-9.59,38.63,62.01,0.0
164,2026,2026-08,2026-07-31,NASDAQ,Adobe Inc. Common Stock,ADBE,99538.0,247.89999389648438,20.92,0.73,-15.46,-30.69,0.0
165,2026,2026-08,2026-07-31,NYSE,Canadian Natural Resources Limited Common Stock,CNQ,99459.1,47.279998779296875,19.7,-0.86,27.06,49.15,0.0
166,2026,2026-08,2026-07-31,NYSE,Newmont Corporation,NEM,98741.5,95.76000213623047,2.53,-13.8,-14.77,54.2,0.0
167,2026,2026-08,2026-07-31,NYSE,Cloudflare Inc. Class A Common Stock,NET,98610.0,283.3900146484375,15.54,38.26,59.79,36.46,0.0
168,2026,2026-08,2026-07-31,NASDAQ,Marriott International Class A Common Stock,MAR,98311.0,375.4800109863281,1.32,3.81,19.09,42.32,0.0
169,2026,2026-08,2026-07-31,NYSE,Duke Energy Corporation (Holding Company) Common Stock,DUK,97784.8,126.2699966430664,-0.24,-2.53,4.05,3.81,0.0
170,2026,2026-08,2026-07-31,NYSE,U.S. Bancorp Common Stock,USB,97736.8,62.900001525878906,4.14,11.01,12.1,39.9,0.0
171,2026,2026-08,2026-07-31,NASDAQ,CME Group Inc. Class A Common Stock,CME,96291.7,267.2200012207031,21.01,-7.16,-7.56,-3.97,0.0
172,2026,2026-08,2026-07-31,NYSE,Barclays PLC Common Stock,BCS,95604.4,27.700000762939453,3.13,18.33,3.55,41.18,0.0
173,2026,2026-08,2026-07-31,NASDAQ,Datadog Inc. Class A Common Stock,DDOG,95386.7,268.55999755859375,3.15,103.16,107.67,91.86,0.0
174,2026,2026-08,2026-07-31,NASDAQ,MercadoLibre Inc. Common Stock,MELI,95206.8,1885.72998046875,11.1,5.19,-12.2,-20.56,0.0
175,2026,2026-08,2026-07-31,NYSE,Blackstone Inc. Common Stock,BX,94902.9,128.07000732421875,8.84,1.98,-10.08,-25.95,0.0
176,2026,2026-08,2026-07-31,NASDAQ,Constellation Energy Corporation Common Stock,CEG,94902.7,263.55999755859375,6.12,-15.8,-6.1,-24.23,0.0
